8
2
1
2
3
4
9
13
4
5
16
38
21
85
52
16
15
39
23
27
25
53
32
27
39
27
28
35
40
38
41
46
56
61
62
62
70
78
84
88
93
100
108
114
122
131
152
151
157
164
