94
58
52
63
68
97
108
133
131
161
291
237
200
242
296
362
405
531
538
668
748
833
949
1074
1227
1380
1557
1788
1951
2185
2460
2699
2967
3278
3679
4008
4442
4852
5371
5761
6332
6922
7620
8251
9116
9738
10448
12928
13343
13939
